headline,date_time,link,full_text,location,word_count_before,word_count_after,preprocessed_body,page_no,Class,Unnamed: 10
"Israeli settlers vandalize olive trees, attack herders in the West Bank""",10/24/20 11:42,https://english.wafa.ps/Pages/Details/120697,"
NABLUS/HEBRON, Saturday, October 24, 2020 (WAFA) – Israeli settlers vandalized olive trees in the north of the West Bank and chased and attacked Palestinian herders in the south, according to activists.
Ghassan Daghlas, who monitors settlement and settlers’ attacks in the north of the West Bank, said residents of Jaloud village, south of Nablus, where shocked when they reached their land this morning to see a number of olive trees, some of them hundreds of years old, have been sawed and vandalized.
He said the trees were located in lands close to the illegal Israeli settlement of Eish Kodesh.
In the south of the West Bank, settlers chased and attacked shepherds in an area east of Yatta as they were herding their sheep in the open fields, according to Rateb al-Jabour, coordinator of the popular and national committees in the south of Hebron.
The settlers were backed by soldiers, who claimed the shepherds were herding in what they alleged to be “state” land, he said.
Jabour also said that settlers apparently from the illegal Beni Hefer settlement, east of Hebron, have moved into two tents they had set up on land belonging to the village of Birin in a clear step to take over the land and establish a new illegal settlement outpost.
He said the settlers want to push the Palestinian residents of Birin out of their lands and homes in order to expand their settlement.
M.K. 
",NABLUSHEBRON,232,116,"['isra', 'settler', 'vandal', 'oliv', 'tree', 'north', 'west', 'bank', 'chase', 'attack', 'palestinian', 'herder', 'south', 'accord', 'activist', 'ghassan', 'daghla', 'monitor', 'settlement', 'settler', 'attack', 'north', 'west', 'bank', 'resid', 'jaloud', 'villag', 'south', 'nablus', 'shock', 'reach', 'land', 'morn', 'number', 'oliv', 'tree', 'hundr', 'year', 'old', 'saw', 'vandal', 'tree', 'locat', 'land', 'close', 'illeg', 'isra', 'settlement', 'eish', 'kodesh', 'south', 'west', 'bank', 'settler', 'chase', 'attack', 'shepherd', 'area', 'east', 'yatta', 'herd', 'sheep', 'open', 'field', 'accord', 'rateb', 'al-jabour', 'coordin', 'popular', 'nation', 'committe', 'south', 'hebron', 'settler', 'soldier', 'claim', 'shepherd', 'herd', 'alleg', 'state', 'land', 'jabour', 'settler', 'appar', 'illeg', 'beni', 'hefer', 'settlement', 'east', 'hebron', 'tent', 'set', 'land', 'belong', 'villag', 'birin', 'clear', 'step', 'land', 'establish', 'new', 'illeg', 'settlement', 'outpost', 'settler', 'want', 'push', 'palestinian', 'resid', 'birin', 'land', 'home', 'order', 'expand', 'settlement', 'm.k']",120697,0.0,
" Occupation forces injure five Palestinians in Kafr Qaddum""",10/23/20 17:20,https://english.wafa.ps/Pages/Details/120691,"
QALQILIA, Friday, October 23, 2020 (WAFA) – Israeli occupation forces injured five Palestinians today as the former attacked dozens of activists protesting in the village of Kafr Qaddum, near the city of Qalqilia in the occupied West Bank, against the Israeli colonial settlemens.
Morad Shtewi, coordinator of the popular resistance in the village, said Israeli soldiers fired rubber-coated rounds and teargas at the protesters, injuring five of them and causing many cases of suffocation from gas inhalation. 
Shtewi said two of the wounded were moved to a nearby hospital for medical treatment after being injured in the head and back respectively.
Soldiers also fired teargas canisters and stun grenades randomly in the village, damaging the windshields of two parked vehicles. 
For years, the village of Kafr Qaddum has been at the heart of a national campaign protesting against the Israeli colonial settlement activities in the occupied West Bank. Almost every day, clashes erupt between Palestinian protesters and Israeli occupation forces in the village.
M.N
",QALQILIA,161,87,"['isra', 'occup', 'forc', 'injur', 'palestinian', 'today', 'attack', 'dozen', 'activist', 'protest', 'villag', 'kafr', 'qaddum', 'near', 'citi', 'qalqilia', 'occupi', 'west', 'bank', 'isra', 'coloni', 'settlemen', 'morad', 'shtewi', 'coordin', 'popular', 'resist', 'villag', 'isra', 'soldier', 'rubber-co', 'round', 'tearga', 'protest', 'injur', 'caus', 'mani', 'case', 'suffoc', 'gas', 'inhal', 'shtewi', 'wound', 'nearbi', 'hospit', 'medic', 'treatment', 'injur', 'head', 'respect', 'soldier', 'tearga', 'canist', 'stun', 'grenad', 'random', 'villag', 'damag', 'windshield', 'park', 'vehicl', 'year', 'villag', 'kafr', 'qaddum', 'heart', 'nation', 'campaign', 'protest', 'isra', 'coloni', 'settlement', 'activ', 'occupi', 'west', 'bank', 'everi', 'day', 'clash', 'erupt', 'palestinian', 'protest', 'isra', 'occup', 'forc', 'villag', 'm.n']",120691,1.0,
"Palestinian vehicles pelted with stones south of Nablus, two injured""",10/23/20 15:49,https://english.wafa.ps/Pages/Details/120688,"
NABLUS, Friday, October 23, 2020 (WAFA) – Israeli settlers attacked Palestinian vehicles in Burin town, south of Nablus city, injuring two, according to a local activist.
Ghassan Daghlas, who monitors colonial settlement activities in the northern West Bank, confirmed that a group of settlers pelted a number of vehicles with stones inside the village, smashing their windshields and injuring three Palestinians.
The casualties were rushed to a hospital for urgent treatment.
The settlers vandalized the house of one of the town residents, causing material destruction.
Confrontations erupted as the town residents attempted to fend off the settler attack, during which three more residents sustained injuries.
The town has been the scene of frequent settler attacks, cutting down fully grown olive trees, setting fire to fields and crops, stealing the olive harvest and attacking olive harvesters and foreign volunteers. 
Settler violence against Palestinians and their property is routine in the West Bank and is rarely prosecuted by Israeli authorities.
There are over 700,000 Israeli settlers living in Jewish-only colonial settlements across the West Bank in violation of international law, particularly the Fourth Geneva Convention which expressly bans the relocation of the occupying nation's civilian population to the land of the occupied.
The occupying state of Israel captured the West Bank, the Gaza Strip, East Jerusalem and the Golan Heights following the 1967 war, and has since built hundreds of illegal Jewish-only settlements throughout the occupied territories.
K.F.
",NABLUS,228,141,"['isra', 'settler', 'attack', 'palestinian', 'vehicl', 'burin', 'town', 'south', 'nablus', 'citi', 'injur', 'accord', 'local', 'activist', 'ghassan', 'daghla', 'monitor', 'coloni', 'settlement', 'activ', 'northern', 'west', 'bank', 'confirm', 'group', 'settler', 'pelt', 'number', 'vehicl', 'stone', 'insid', 'villag', 'smash', 'windshield', 'injur', 'palestinian', 'casualti', 'rush', 'hospit', 'urgent', 'treatment', 'settler', 'vandal', 'hous', 'town', 'resid', 'caus', 'materi', 'destruct', 'confront', 'erupt', 'town', 'resid', 'attempt', 'fend', 'settler', 'attack', 'dure', 'resid', 'sustain', 'injuri', 'town', 'scene', 'frequent', 'settler', 'attack', 'cut', 'fulli', 'grown', 'oliv', 'tree', 'set', 'field', 'crop', 'steal', 'oliv', 'harvest', 'attack', 'oliv', 'harvest', 'foreign', 'volunt', 'settler', 'violenc', 'palestinian', 'properti', 'routin', 'west', 'bank', 'rare', 'prosecut', 'isra', 'author', 'isra', 'settler', 'live', 'jewish-on', 'coloni', 'settlement', 'west', 'bank', 'violat', 'intern', 'law', 'particular', 'fourth', 'geneva', 'convent', 'expressli', 'ban', 'reloc', 'occupi', 'nation', ""'s"", 'civilian', 'popul', 'land', 'occupi', 'occupi', 'state', 'israel', 'captur', 'west', 'bank', 'gaza', 'strip', 'east', 'jerusalem', 'golan', 'height', 'follow', 'war', 'sinc', 'built', 'hundr', 'illeg', 'jewish-on', 'settlement', 'occupi', 'territori', 'k.f']",120688,0.0,
"Israeli warplanes strike Gaza sites""",10/23/20 08:42,https://english.wafa.ps/Pages/Details/120684,"
GAZA, Friday, October 23, 2020 (WAFA) – Israeli warplanes dawn Friday stroke two sites in the central and southern besieged Gaza Strip, according to WAFA correspondent.
He confirmed that Israeli fighter jets targeted a site in Nuseirat refugee camp, northeast of Deir al-Balah city, in the central besieged enclave, as well as a plot of farmland, east of Khan Younes city, in the southern strip, causing material damage, but no human casualties. 
Israel claimed that it had struck the sites in retaliation to two rockets fired into southern Israel.
Fourteen years following the Israeli “disengagement” from Gaza, Israel has not actually disengaged from Gaza; it still maintains control of its land borders, access to the sea and airspace.
Two million Palestinians live the Gaza Strip, which has been subjected to a punishing and crippling Israeli blockade for 12 years and repeated onslaughts that have heavily damaged much of the enclave’s infrastructure.
Gaza’s 2-million population remains under “remote control” occupation and a strict siege, which has destroyed the local economy, strangled Palestinian livelihoods, plunged them into unprecedented rates of unemployment and poverty, and cut off from the rest of the occupied Palestinian territories and the wider world.
Gaza remains occupied territory, having no control over its borders, territorial waters or airspace. Meanwhile, Israel upholds very few of its responsibilities as the occupying power, failing to provide for the basic needs of Palestinian civilians living in the territory.
Every two in three Palestinians in Gaza is a refugee from lands inside what is now Israel. That government forbids them from exercising their right to return as enshrined in international law because they are not Jews.
K.F. 
",GAZA,266,154,"['isra', 'warplan', 'dawn', 'friday', 'stroke', 'site', 'central', 'southern', 'besieg', 'gaza', 'strip', 'accord', 'wafa', 'correspond', 'confirm', 'isra', 'fighter', 'jet', 'target', 'site', 'nuseirat', 'refuge', 'camp', 'northeast', 'deir', 'al-balah', 'citi', 'central', 'besieg', 'enclav', 'plot', 'farmland', 'east', 'khan', 'youn', 'citi', 'southern', 'strip', 'caus', 'materi', 'damag', 'human', 'casualti', 'israel', 'claim', 'struck', 'site', 'retali', 'rocket', 'southern', 'israel', 'fourteen', 'year', 'follow', 'isra', 'disengag', 'gaza', 'israel', 'actual', 'disengag', 'gaza', 'maintain', 'control', 'land', 'border', 'access', 'sea', 'airspac', 'million', 'palestinian', 'live', 'gaza', 'strip', 'subject', 'punish', 'crippl', 'isra', 'blockad', 'year', 'repeat', 'onslaught', 'heavili', 'damag', 'enclav', 'infrastructur', 'gaza', '-million', 'popul', 'remain', 'remot', 'control', 'occup', 'strict', 'sieg', 'destroy', 'local', 'economi', 'strangl', 'palestinian', 'livelihood', 'plung', 'unpreced', 'rate', 'unemploy', 'poverti', 'cut', 'rest', 'occupi', 'palestinian', 'territori', 'wider', 'world', 'gaza', 'remain', 'occupi', 'territori', 'control', 'border', 'territori', 'water', 'airspac', 'meanwhil', 'israel', 'uphold', 'veri', 'respons', 'occupi', 'power', 'fail', 'provid', 'basic', 'need', 'palestinian', 'civilian', 'live', 'territori', 'everi', 'palestinian', 'gaza', 'refuge', 'land', 'insid', 'israel', 'govern', 'forbid', 'exercis', 'right', 'return', 'enshrin', 'intern', 'law', 'becaus', 'jew', 'k.f']",120684,1.0,
"Injured among 23 Palestinians rounded up by Israeli occupation forces in the West Bank""",10/22/20 14:02,https://english.wafa.ps/Pages/Details/120676,"
HEBRON, Thursday, October 22, 2020 (WAFA) – Israeli occupation forces detained today and last night 23 Palestinians, including two teens and an injured man, from various parts of the occupied West Bank, according to the Palestine Prisoner’s Society (PPS).
It said in a press statement that Israeli forces detained nine Palestinians, including two 16-year-old teens, from the southern West Bank district of Hebron.
Five of the nine detainees were identified as residents of Halhoul town, north of Hebron, another as a resident of the city, and another as a prisoner’s wife from Idna town, west of the city.
In Ramallah and al-Bireh district, Israeli forces conducted a raid in Beit Rima town, northwest of the city, where they detained three Palestinians, including a former prisoner.
Soldiers also conducted two separate raids in Beitunia town, west of Ramallah, and al-Bireh neighborhood of al-Balu, resulting in the detention of two others, including a former prisoner.
In the northern West Bank, PPS said that Israeli military vehicles stormed Jenin city, where soldiers detained a Palestinian after ransacking his family house.
During the same raid, soldiers shot and injured a former prisoner in the foot before detaining him.
In Nablus district, Israeli troops rounded up three Palestinians after storming the archaeological site of Sebastia, north of the city.
PPS confirmed that two others were detained from the Nablus district.
PPS said that two other Palestinians were detained; one from Aida refugee camp, north of Bethlehem, and a former prisoner from Tammun town, south of Tubas city.
K.F./M.K. 
 
",HEBRON,244,139,"['isra', 'occup', 'forc', 'detain', 'today', 'night', 'palestinian', 'includ', 'teen', 'injur', 'man', 'various', 'occupi', 'west', 'bank', 'accord', 'palestin', 'prison', 'societi', 'pps', 'press', 'statement', 'isra', 'forc', 'detain', 'palestinian', 'includ', '-year-old', 'teen', 'southern', 'west', 'bank', 'district', 'hebron', 'detaine', 'identifi', 'resid', 'halhoul', 'town', 'north', 'hebron', 'anoth', 'resid', 'citi', 'anoth', 'prison', 'wife', 'idna', 'town', 'west', 'citi', 'ramallah', 'al-bireh', 'district', 'isra', 'forc', 'conduct', 'raid', 'beit', 'rima', 'town', 'northwest', 'citi', 'detain', 'palestinian', 'includ', 'prison', 'soldier', 'conduct', 'separ', 'raid', 'beitunia', 'town', 'west', 'ramallah', 'al-bireh', 'neighborhood', 'al-balu', 'result', 'detent', 'includ', 'prison', 'northern', 'west', 'bank', 'pps', 'isra', 'militari', 'vehicl', 'storm', 'jenin', 'citi', 'soldier', 'detain', 'palestinian', 'ransack', 'famili', 'hous', 'dure', 'raid', 'soldier', 'shot', 'injur', 'prison', 'foot', 'befor', 'detain', 'nablus', 'district', 'isra', 'troop', 'round', 'palestinian', 'storm', 'archaeolog', 'site', 'sebastia', 'north', 'citi', 'pps', 'confirm', 'detain', 'nablus', 'district', 'pps', 'palestinian', 'detain', 'aida', 'refuge', 'camp', 'north', 'bethlehem', 'prison', 'tammun', 'town', 'south', 'tuba', 'citi', 'k.f./m.k']",120676,1.0,
"Israeli settlers flood Palestinian village land with wastewater""",10/22/20 12:59,https://english.wafa.ps/Pages/Details/120673,"
NABLUS, Thursday, October 22, 2020 (WAFA) – Israeli settlers today flooded Palestinian- West Bank village lands with sewage and wastewater, according to WAFA correspondent.
He said that settlers from the illegal Israeli settlements of Eli flooded lands of al-Lubban al-Sharqiya, to the south of the occupied West Bank city of Nablus, with wastewater damaging the trees as people are engaged in the olive harvest.
He said that most of this land is planted with olive trees, which poses a threat of losing this year’s crops.
K.T./M.K.
",NABLUS,83,46,"['isra', 'settler', 'today', 'flood', 'palestinian-', 'west', 'bank', 'villag', 'land', 'sewag', 'wastewat', 'accord', 'wafa', 'correspond', 'settler', 'illeg', 'isra', 'settlement', 'eli', 'flood', 'land', 'al-lubban', 'al-sharqiya', 'south', 'occupi', 'west', 'bank', 'citi', 'nablus', 'wastewat', 'damag', 'tree', 'peopl', 'engag', 'oliv', 'harvest', 'land', 'plant', 'oliv', 'tree', 'pose', 'threat', 'lose', 'year', 'crop', 'k.t./m.k']",120673,1.0,
"For the fourth time in two years, Israel demolishes Palestinian house, seizes building equipment in Bethlehem""",10/21/20 13:19,https://english.wafa.ps/Pages/Details/120666,"
BETHLEHEM, Wednesday, October 21, 2020 (WAFA) – Israeli forces today demolished a Palestinian-owned house and seized construction equipment in the town of al-Khader, to the south of the occupied West Bank city of Bethlehem, according to the house owner who confirmed that this is the fourth time in two years Israeli forces demolish his house for alleged construction without a permit.
The house owner, Sameeh Salah, told WAFA that a large military force raided the area where his house is located and prevented people from entering or leaving the area before proceeding to demolish his 120-square-meter house and seize the building equipment.
He said this the fourth time his house has been demolished and every time he rebuilds it.
Israel prevents Palestinian development in that area and in all of Area C, which makes more than 60 percent of the area of the occupied West Bank, in favor of expanding or building illegal settlements.
K.T./M.K.
",BETHLEHEM,151,82,"['isra', 'forc', 'today', 'demolish', 'palestinian-own', 'hous', 'seiz', 'construct', 'equip', 'town', 'al-khad', 'south', 'occupi', 'west', 'bank', 'citi', 'bethlehem', 'accord', 'hous', 'owner', 'confirm', 'fourth', 'time', 'year', 'isra', 'forc', 'demolish', 'hous', 'alleg', 'construct', 'permit', 'hous', 'owner', 'sameeh', 'salah', 'told', 'wafa', 'larg', 'militari', 'forc', 'raid', 'area', 'hous', 'locat', 'prevent', 'peopl', 'enter', 'leav', 'area', 'befor', 'proceed', 'demolish', '-square-met', 'hous', 'seiz', 'build', 'equip', 'fourth', 'time', 'hous', 'demolish', 'everi', 'time', 'rebuild', 'israel', 'prevent', 'palestinian', 'develop', 'area', 'area', 'make', 'percent', 'area', 'occupi', 'west', 'bank', 'favor', 'expand', 'build', 'illeg', 'settlement', 'k.t./m.k']",120666,1.0,
"In overnight raids, at least 14 Palestinians detained by Israel in the occupied territories""",10/21/20 10:55,https://english.wafa.ps/Pages/Details/120661,"
RAMALLAH, Wednesday, October 21, 2020 (WAFA) – The Israeli occupation army detained last night and early this morning at least 14 Palestinians, including minors, during raids at their homes in the occupied territories, today said the Palestinian Prisoner Society (PPS).
Four were detained in occupied East Jerusalem, it said, one of them 15 years old from Silwan and the other three, including a 15-year-old minor, from Issawiyeh neighborhood.
In the north of Jerusalem, the army detained two Palestinians from Qalandia refugee camp.
Soldiers also detained four people from Bethlehem, including a 42-year-old man, and two others from the Hebron district, in the south of the West Bank.
In the north of the West Bank, soldiers detained a youth from Kufr Qaddoum village near Qalqilya, and another, who is a former prisoner, from Kufr Qalil village near Nablus.
M.K.
",RAMALLAH,133,71,"['isra', 'occup', 'armi', 'detain', 'night', 'earli', 'morn', 'palestinian', 'includ', 'minor', 'dure', 'raid', 'home', 'occupi', 'territori', 'today', 'palestinian', 'prison', 'societi', 'pps', 'detain', 'occupi', 'east', 'jerusalem', 'year', 'old', 'silwan', 'includ', '-year-old', 'minor', 'issawiyeh', 'neighborhood', 'north', 'jerusalem', 'armi', 'detain', 'palestinian', 'qalandia', 'refuge', 'camp', 'soldier', 'detain', 'peopl', 'bethlehem', 'includ', '-year-old', 'man', 'hebron', 'district', 'south', 'west', 'bank', 'north', 'west', 'bank', 'soldier', 'detain', 'youth', 'kufr', 'qaddoum', 'villag', 'near', 'qalqilya', 'anoth', 'prison', 'kufr', 'qalil', 'villag', 'near', 'nablus', 'm.k']",120661,1.0,
"Israeli warplanes bomb sites in Gaza, no injuries reported""",10/21/20 10:13,https://english.wafa.ps/Pages/Details/120659,"
GAZA, Wednesday, October 21, 2020 (WAFA) – Israeli warplanes bombed late last night a site and agricultural land to the south and center of the besieged Gaza Strip without inflicting any human casualties, reported WAFA correspondent.
He said that Israeli warplanes bombed a site to the east of the city of Khan Younis, south of the Strip, and agricultural land in the city of Deir al-Balah, in the central Gaza Strip, causing heavy damage only to the two sites.
Israel claims the attack came as a response to a rocket fired yesterday from Gaza in southern Israel, which did not cause any damage or injury.
K.T./M.K.
",GAZA,103,59,"['isra', 'warplan', 'bomb', 'late', 'night', 'site', 'agricultur', 'land', 'south', 'center', 'besieg', 'gaza', 'strip', 'inflict', 'ani', 'human', 'casualti', 'report', 'wafa', 'correspond', 'isra', 'warplan', 'bomb', 'site', 'east', 'citi', 'khan', 'youni', 'south', 'strip', 'agricultur', 'land', 'citi', 'deir', 'al-balah', 'central', 'gaza', 'strip', 'caus', 'heavi', 'damag', 'onli', 'site', 'israel', 'claim', 'attack', 'came', 'respons', 'rocket', 'yesterday', 'gaza', 'southern', 'israel', 'did', 'caus', 'ani', 'damag', 'injuri', 'k.t./m.k']",120659,1.0,
"In a punitive act, Israel seals shut room in a West Bank house of alleged Palestinian attacker""",10/21/20 10:04,https://english.wafa.ps/Pages/Details/120658,"
JENIN, Wednesday, October 21, 2020 (WAFA) – As a punitive measure, the Israeli occupation forces sealed shut early this morning a room in the house of an alleged Palestinian attacker in Yabad town, to the south of the northern occupied West Bank city of Jenin, Palestinian security and local sources said.
They told WAFA that the soldiers raided the house of 49-year-old Nathmi Abu Baker and sealed shut the room he uses in the house.
Israel accuses Abu Baker of the killing of an Israeli soldier who was killed by a rock dropped on his head during a predawn army raid of Yabad on May 12.
He has denied all charges against him, stressing that he had nothing to do with the killing of the soldier.
The army sealed 40 square meters of the 70 square meter house with a special material that is easily flammable and can cause cancer, which deemed the entire house unlivable, according to Ahmad Abu Baker, a family member.
He said the entire family, comprised of nine people, has literarily been displaced and became homeless with the heavy damage and health hazard done to not only Nathmi’s bedroom but the entire house
The sources said the soldiers turned a few houses in the neighborhood where the Abu Bakr house is located into military bases as they proceeded to seal the room and at one point assaulted a local resident, also from the Abu Baker extended family.
The occupation authorities informed the Abu Baker family a few days ago of their intention to seal shut Nathmi’s bedroom.
K.T./M.K.
",JENIN,254,139,"['punit', 'measur', 'isra', 'occup', 'forc', 'seal', 'shut', 'earli', 'morn', 'room', 'hous', 'alleg', 'palestinian', 'attack', 'yabad', 'town', 'south', 'northern', 'occupi', 'west', 'bank', 'citi', 'jenin', 'palestinian', 'secur', 'local', 'sourc', 'told', 'wafa', 'soldier', 'raid', 'hous', '-year-old', 'nathmi', 'abu', 'baker', 'seal', 'shut', 'room', 'use', 'hous', 'israel', 'accus', 'abu', 'baker', 'kill', 'isra', 'soldier', 'kill', 'rock', 'drop', 'head', 'dure', 'predawn', 'armi', 'raid', 'yabad', 'deni', 'charg', 'stress', 'noth', 'kill', 'soldier', 'armi', 'seal', 'squar', 'meter', 'squar', 'meter', 'hous', 'special', 'materi', 'easili', 'flammabl', 'caus', 'cancer', 'deem', 'entir', 'hous', 'unliv', 'accord', 'ahmad', 'abu', 'baker', 'famili', 'member', 'entir', 'famili', 'compris', 'peopl', 'literarili', 'displac', 'becam', 'homeless', 'heavi', 'damag', 'health', 'hazard', 'onli', 'nathmi', 'bedroom', 'entir', 'hous', 'sourc', 'soldier', 'turn', 'hous', 'neighborhood', 'abu', 'bakr', 'hous', 'locat', 'militari', 'base', 'proceed', 'seal', 'room', 'point', 'assault', 'local', 'resid', 'abu', 'baker', 'extend', 'famili', 'occup', 'author', 'inform', 'abu', 'baker', 'famili', 'day', 'ago', 'intent', 'seal', 'shut', 'nathmi', 'bedroom', 'k.t./m.k']",120658,1.0,
"Dozens of stop-work orders issued to Palestinians in a village north of Jerusalem""",10/20/20 18:47,https://english.wafa.ps/Pages/Details/120652,"
JERUSALEM, Tuesday, October 20, 2020 (WAFA) – The Israeli occupation authorities today issued dozens of stop-work orders to Palestinians in the village of Qalandia, north of Jerusalem, according to local sources.
They said the occupation forces raided the village and handed residents stop-work orders for three buildings, dozens of structures, and retaining walls under the pretext they were being built without a permit.
More than half of the village buildings are under threat of demolition by the Israeli military under the pretext of construction without a permit.
M.K.
",JERUSALEM,85,43,"['isra', 'occup', 'author', 'today', 'issu', 'dozen', 'stop-work', 'order', 'palestinian', 'villag', 'qalandia', 'north', 'jerusalem', 'accord', 'local', 'sourc', 'occup', 'forc', 'raid', 'villag', 'hand', 'resid', 'stop-work', 'order', 'build', 'dozen', 'structur', 'retain', 'wall', 'pretext', 'built', 'permit', 'half', 'villag', 'build', 'threat', 'demolit', 'isra', 'militari', 'pretext', 'construct', 'permit', 'm.k']",120652,1.0,
"Concerned for the life of hunger-striking Palestinian prisoner Maher al-Akhras, human rights organizations demand his release""",10/20/20 14:27,https://english.wafa.ps/Pages/Details/120650,"
JERUSALEM, Tuesday, October 20, 2020 (WAFA) - Maher al-Akhras, in his 86th day of hunger strike in protest of his administrative detention, is at great risk of death, today said four Palestinian and Israeli human rights organizations, demanding his immediate release.
A Physicians for Human Rights Israel (PHRI) volunteer doctor visited al-Akhras on Friday, and noted that although he is generally lucid, he is also periodically confused, very dizzy, cannot move his legs, stand, or change position in bed. His vision and hearing are rapidly deteriorating and he complains of severe chest pains. According to international medical consensus on hunger strikes, al-Akhras may die any day, said the four organizations.
Al-Akhras, has been on hunger strike since 27 July 2020 following his administrative detention. He has appealed to the Israeli Supreme Court demanding to be released, but the court decided not to cancel his administrative detention – leaving that decision to the security apparatus. Instead, the court only suspended his administrative detention, despite his deteriorating situation, which may result in his death. Al-Akhras is simultaneously prevented from leaving Kaplan hospital in Israel, where he is currently held, and is therefore under de-facto arrest. These court decisions were, interalia, made on incorrect translations of a video of al-Akhras.
Al-Akhras has expressed distrust towards the Kaplan medical team, as occurs often in hunger strikes. He refuses any treatment or medical tests and monitoring from the medical team. He has confirmed that should he lose consciousness, he does not want to receive any medical intervention. It is worth mentioning that current legislation in Israel allows medical staff to feed a person on hunger strike by force, a position which is both unacceptable according to medical ethics and, according to international law, may amount to torture.
Al-Akhras’s case highlights the continued and excessive use of administrative detention in Israel: a procedure that allows the Israeli military commander to hold detainees indefinitely based on secret information without revealing the allegations against them or putting them on trial. The courts who review administrative detention orders do so based on information presented to the court ex-parte by the security agencies, and Palestinian detainees are often jailed for months and even years without formal charges or a trial.
Israel currently holds over 300 Palestinians in administrative detention, contrary to the Geneva Convention, which demands that this practice be used only in exceptional circumstances and subject to strict procedural safeguards. In 2016, the UN Committee Against Torture recommended that Israel, “urgently take the measures necessary to end the practice of administrative detention and ensure that all persons who are currently held in administrative detention are afforded all basic legal safeguards” In 2012, the EU reiterated its longstanding position on Israel's use of administrative detention without charge; detainees, 'have the right to be informed of the reasons for their detention and be subject to a fair trial without undue delay.'
“We call on the international community to urge Israel to allow al-Akhras to, at the very least, move to a hospital in the West Bank, so he may be treated by a medical team in which he has trust or release al-Akhras immediately before it is too late. We urge the international community to voice their grave concern and call on Israel to stop the continuous and systematic human rights violations of Palestinian prisoners,” said Adalah – The Legal Center for Arab Minority Rights in Israel, Addameer Prisoner Support and Human Rights Association, Physicians for Human Rights Israel (PHRI), and the Public Committee Against Torture in Israel (PCATI).
M.K.
",JERUSALEM,582,323,"['maher', 'al-akhra', 'th', 'day', 'hunger', 'strike', 'protest', 'administr', 'detent', 'great', 'risk', 'death', 'today', 'palestinian', 'isra', 'human', 'right', 'organ', 'demand', 'immedi', 'releas', 'physician', 'human', 'right', 'israel', 'phri', 'volunt', 'doctor', 'visit', 'al-akhra', 'friday', 'note', 'general', 'lucid', 'period', 'confus', 'veri', 'dizzi', 'leg', 'stand', 'chang', 'posit', 'bed', 'vision', 'hear', 'rapid', 'deterior', 'complain', 'sever', 'chest', 'pain', 'accord', 'intern', 'medic', 'consensus', 'hunger', 'strike', 'al-akhra', 'die', 'ani', 'day', 'organ', 'al-akhra', 'hunger', 'strike', 'sinc', 'juli', 'follow', 'administr', 'detent', 'appeal', 'isra', 'suprem', 'court', 'demand', 'releas', 'court', 'decid', 'cancel', 'administr', 'detent', 'leav', 'decis', 'secur', 'apparatus', 'instead', 'court', 'onli', 'suspend', 'administr', 'detent', 'despit', 'deterior', 'situat', 'result', 'death', 'al-akhra', 'simultan', 'prevent', 'leav', 'kaplan', 'hospit', 'israel', 'current', 'held', 'therefor', 'de-facto', 'arrest', 'court', 'decis', 'interalia', 'incorrect', 'translat', 'video', 'al-akhra', 'al-akhra', 'express', 'distrust', 'kaplan', 'medic', 'team', 'occur', 'hunger', 'strike', 'refus', 'ani', 'treatment', 'medic', 'test', 'monitor', 'medic', 'team', 'confirm', 'lose', 'conscious', 'doe', 'want', 'receiv', 'ani', 'medic', 'intervent', 'worth', 'mention', 'current', 'legisl', 'israel', 'allow', 'medic', 'staff', 'feed', 'person', 'hunger', 'strike', 'forc', 'posit', 'unaccept', 'accord', 'medic', 'ethic', 'accord', 'intern', 'law', 'tortur', 'al-akhra', 'case', 'highlight', 'continu', 'excess', 'use', 'administr', 'detent', 'israel', 'procedur', 'allow', 'isra', 'militari', 'command', 'hold', 'detaine', 'indefinit', 'base', 'secret', 'inform', 'reveal', 'alleg', 'trial', 'court', 'review', 'administr', 'detent', 'order', 'base', 'inform', 'present', 'court', 'ex-part', 'secur', 'agenc', 'palestinian', 'detaine', 'jail', 'month', 'year', 'formal', 'charg', 'trial', 'israel', 'current', 'hold', 'palestinian', 'administr', 'detent', 'contrari', 'geneva', 'convent', 'demand', 'practic', 'use', 'onli', 'circumst', 'subject', 'strict', 'procedur', 'safeguard', 'committe', 'tortur', 'recommend', 'israel', 'urgent', 'measur', 'necessari', 'end', 'practic', 'administr', 'detent', 'ensur', 'person', 'current', 'held', 'administr', 'detent', 'afford', 'basic', 'legal', 'safeguard', 'eu', 'reiter', 'longstand', 'posit', 'israel', ""'s"", 'use', 'administr', 'detent', 'charg', 'detaine', 'right', 'inform', 'reason', 'detent', 'subject', 'fair', 'trial', 'undu', 'delay', 'intern', 'communiti', 'urg', 'israel', 'allow', 'al-akhra', 'veri', 'hospit', 'west', 'bank', 'treat', 'medic', 'team', 'trust', 'releas', 'al-akhra', 'immedi', 'befor', 'late', 'urg', 'intern', 'communiti', 'voic', 'grave', 'concern', 'israel', 'stop', 'continu', 'systemat', 'human', 'right', 'violat', 'palestinian', 'prison', 'adalah', 'legal', 'center', 'arab', 'minor', 'right', 'israel', 'addam', 'prison', 'support', 'human', 'right', 'associ', 'physician', 'human', 'right', 'israel', 'phri', 'public', 'committe', 'tortur', 'israel', 'pcati', 'm.k']",120650,1.0,
