headline,date_time,link,full_text
"Israeli forces notify to remove 12 residential tents south of Hebron """,14/December/2020 07:03 PM,https://english.wafa.ps/Pages/Details/122445,"
HEBRON, Monday, December 14, 2020 (WAFA) - Israeli occupation authorities notified Palestinian residents to remove their residential tents in Khirbet Zanota, east of the town of al-Thahriyeh, south of Hebron, in the southern occupied West Bank, according to local sources.

Sources told WAFA Irrmy soldiers stormed the town of Zanota and handed 12 residents notices for the removal of their residential tents.

T.R.
"
"Israeli forces dismantle two residential structures near Jerusalem""",14/December/2020 04:01 PM,https://english.wafa.ps/Pages/Details/122443,"
JERUSALEM, Monday, December 14, 2020 (WAFA) – Israeli authorities dismantled today two Palestinian-owned residential structures in al-Za’atra area, near the town of az-Za'ayyem, northeast of the occupied city of Jerusalem.

WAFA correspondent said Israeli forces dismantled two 45-square-meter structures built by siblings Murad and Emran Za'atra about three months ago and seized their equipment.

Dawoud al-Jahaleen, a Fatah official, told WAFA the ongoing demolitions by Israeli occupation authorities in this area come as part of the occupation's plans and attempts to displace the indigenous Palestinian residents from the area and eliminate Jerusalem's Bedouin communities in favor of settlement expansion.

K.T./T.R.
"
"To prevent Palestinian reclamation of Jordan Valley lands, Israeli occupation forces seize tractor""",14/December/2020 02:51 PM,https://english.wafa.ps/Pages/Details/122442,"
JORDAN VALLEY, Monday, December 14, 2020 (WAFA) – In their efforts to prevent any Palestinian development in the occupied Jordan Valley in the West Bank, which is under the risk of annexation by the Israeli occupation authorities, Israeli forces today seized a tractor while working on reclaiming Palestinian-owned lands.
Human rights activist Aref Daraghme said Israeli soldiers seized a tractor owned by al-Maleh village council in the northern Jordan Valley while helping Palestinian farmers in reclaiming and plowing their lands in order to plant them.
He said the soldiers also impounded a car owned by the head of al-Maleh village council Mahdi Daraghme.
Israel attempts to reduce Palestinian activity and presence in the Jordan Valley, which makes almost a third of the area of the occupied West Bank and considered the breadbasket of Palestine, after it decided to annex it, a step that has provoked worldwide condemnation.
M.K.
 
"
"Israeli municipality infringes on an Islamic cemetery in occupied Jerusalem""",14/December/2020 10:24 AM,https://english.wafa.ps/Pages/Details/122435,"
JERUSALEM, Monday, December 14, 2020 (WAFA) – The Israeli municipality of West Jerusalem today infringed on the centuries-old al-Yousifieh Islamic cemetery in occupied East Jerusalem, according to Mustafa Abu Zahra, caretaker of the Islamic cemeteries in the holy city.
He said that a municipality bulldozer today demolished the cemetery’s stone wall, a week after demolishing its stairway, in what Abu Zahra described as ""a flagrant violation of the sanctity of the site."" He said some Palestinians who were present in the area attempted to block the work of the bulldozer but were stopped by the Israeli municipal staff.
The Israeli municipality intends to build a park at the location of the cemetery, a step that has angered many residents of East Jerusalem who have loved ones buried in that cemetery.
M.K.
 
"
"Two Palestinians shot, injured during Israeli army raid into Tulkarem area  """,13/December/2020 08:53 PM,https://english.wafa.ps/Pages/Details/122431,"
TULKAREM, Sunday, December 13, 2020 (WAFA) -  Two Palestinians were shot and injured today evening during an Israeli military raid into the Shuwekeh neighborhood to the north of the West Bank district of Tulkarem.

Tulkarem governmental hospital dealt with two live shot injuries to the knee for two young Palestinians aged 15 and 18, in addition to a suffocation case due to tear gas inhalation, said the ministry of health.

T.R.
"
"Israeli settlers set fire to olive trees south of Hebron""",13/December/2020 03:31 PM,https://english.wafa.ps/Pages/Details/122428,"
HEBRON, Sunday, December 13, 2020 (WAFA) - Israeli settlers set fire to large tracts of olive fields, burning hundreds of fully grown trees belonging to a local Palestinian family in Khallet Ad-Dabi‘ area to the east of Yatta town in the southern occupied West Bank district of Hebron, according to a local source.

Coordinator of the Popular anti-Settlement Committees Rateb Jabour, told WAFA a group of settlers from the illegal Israeli settlement of Mitzpe Yair threw suspicious objects into olive fields belonging to al-Dababseh family, which caused the fire to break out. The fire destroyed around 400 trees.

The Palestinian Civil Defense firefighters managed to put out the large fire before it reached residents' homes.

T.R.
"
"Occupation forces order halt on construction of three homes near Nablus""",13/December/2020 02:08 PM,https://english.wafa.ps/Pages/Details/122427,"
NABLUS, Sunday, December 13, 2020 (WAFA) – Israeli occupation forces ordered today a halt on the ongoing construction of three homes and two livestock barns in the village of Qaryout, to the south of Nablus city in the occupied West Bank, according to a local source.
Ghassan Daghlas, an official in charge of monitoring Israeli violations in the area, told WAFA that Israeli occupation forces handed local residents a notice ordering them to stop the construction of the three homes and the two barns, under the pretext of lacking an Israeli construction permit.
The homes and barns belong to five Palestinian citizens from Qaryout.
The area where the construction is ordered to stop is classified as Area C, the more than 60 percent of the West Bank that is under full Israeli administrative and military control, where Israel rarely issues construction permits to Palestinians, forcing many people to build without permits.
Israel refuses to allow Palestinian development of any kind in Area C and often demolishes what Palestinians build despite the Israeli ban.
M.N
"
"Settlers attack Palestinians' homes near Hebron """,13/December/2020 09:41 AM,https://english.wafa.ps/Pages/Details/122422,"
HEBRON, Sunday, December 13, 2020 (WAFA) – A group of rampaging Israeli settlers last night attacked homes of Palestinian citizens near the town of Sa'ir, to the northeast of Hebron in the occupied West Bank, according to Palestinian security sources.
Settlers attacked homes in the outskirts of the town, shouted profanities at their residents and threatened to murder them and burn their homes.
In the meantime, Israeli occupation forces raided the city of Bethlehem, south of the occupied West Bank, and detained five Palestinians after raiding and searching their homes.
Israeli settler violence against Palestinians and their property is commonplace in the West Bank and is rarely prosecuted by Israeli authorities. It includes arsons of property and mosques, stone-throwing, uprooting of crops and olive trees, attacks on vulnerable homes, among others.
Between 500,000 and 600,000 Israelis live in Jewish-only settlements across occupied East Jerusalem and the West Bank in violation of international law.
M.N
"
"Thousands of Israelis protest against Netanyahu for 25th week """,13/December/2020 08:54 AM,https://english.wafa.ps/Pages/Details/122421,"
TEL AVIV, Sunday, December 13, 2020 (WAFA) – Thousands of Israeli protesters demonstrated last night for the 25th week across the country demanding Israeli Prime Minister Benjamin Netanyahu to step down over long-running corruption charges.
Israeli media outlets said the main rallies were held outside the Prime Minister’s Residence in Jerusalem and outside his private home in the coastal city of Caesarea. Around two thousand people attended the protest in Jerusalem and several hundred attended the one in Caesarea.
Smaller demonstrations also took place at highway overpasses and junctions around the country on Saturday night. Some demonstrators at the Prime Minister’s Residence marched with torches.
One of the protest groups promised to hold a “siege” at the Prime Minister’s Residence, after 27 demonstrators were arrested at last week’s demonstration for attempting to block the entrances and exits to the home on Balfour Street, according to Israeli media. 
The months-long protests began last spring when Netanyahu and his chief rival, Benny Gantz, agreed to form what they called an emergency government focused on managing the health and economic challenges stemming from the coronavirus pandemic. Their partnership has been paralyzed by infighting, and a pair of lockdowns hit the economy hard, sending unemployment skyrocketing to double-digit figures.
Netanyahu has been facing long-running charges of fraud, breach of trust and accepting bribes. His trial is scheduled to enter its evidentiary phase in January.
M.N
"
"Israeli settlers backed by army forces attack Palestinian journalist in Hebron""",12/December/2020 06:34 PM,https://english.wafa.ps/Pages/Details/122418,"
HEBRON, Saturday, December 12, 2020 (WAFA) - Israeli settlers living in occupied West Bank settlements attacked today evening a Palestinian journalist in Tel al-Rumeida neighborhood in Hebron's city, in the southern occupied West Bank, according to WAFA correspondent.

WAFA correspondent said several settlers from the nearby illegal Israeli settlements of Ramat Yishai and Beit Hadassah beat up Palestinian journalist Mohanned Qafesheh in his home city in Hebron, causing him injuries to the head.

The journalist, Qafesheh, who works for Palestine Sports Channel, said he attempted to defend himself against the settlers' attack while Israeli forces stood idly by and provided the settlers with protection while they beat him up.

B'Tselem, the Israeli information center for human rights in occupied territories, said: ""Settler violence has long since become part of Palestinians’ daily life under occupation. Israeli security forces enable these actions, which result in Palestinian casualties – injuries and fatalities – as well as damage to land and property. In some cases, they even serve as an armed escort, or even join in the attacks.""

""Investigations, if even opened, are usually closed with no action taken against perpetrators as part of an undeclared policy of leniency. The long-term effect of this violence is the dispossession of Palestinians from increasing parts of the West Bank, making it easier for Israel to take over land and resources,"" stated the center.

Under international law, Israel has a duty to protect Palestinians in the West Bank from this conduct. However, Israeli authorities routinely shirk this responsibility, even when violent actions can be anticipated. Thousands of testimonies, videos, and reports, as well as many years of close monitoring by B’Tselem and other organizations, reveal that Israeli security forces not only allow settlers to harm Palestinians and their property as a matter of course – they often provide the perpetrators escort and back-up.

T.R.
 
"
"Occupation forces injure a Palestinian man during clashes in Kafr Qaddum""",12/December/2020 05:54 PM,https://english.wafa.ps/Pages/Details/122417,"
QALQILIA, Saturday, December 12, 2020 (WAFA) – At least one Palestinian protester was injured and many others suffocated from teargas today, as Israeli occupation forces attacked a protest against Israeli settlements in the village of Kafr Qaddum in the north of the occupied West Bank, local sources said.
Morad Shtewi, an official in charge of the popular resistance file in the village, told WAFA that Israeli occupation soldiers raided the village, clashed with the protesters, and attacked them with rubber-coated rounds and teargas at the protesters, injuring one of them and causing many cases of suffocation from gas inhalation.
The injured were treated at the scene by local medics.
During the raid, the occupation soldiers stormed a house in the village, forced their residents into one room for four hours and demolished some of its internal walls.
For many years, villagers from Kafr Qaddum and neighboring villages have been protesting every week against illegal Israeli settlements, as well as to call on Israeli authorities to reopen the village’s main road, which has been sealed off by the occupation authorities since 2002.
M.N
 
"
"Man with disability dies of wounds sustained by occupation forces months ago """,11/December/2020 05:30 PM,https://english.wafa.ps/Pages/Details/122408,"
RAMALLAH, Friday, December 11, 2020 (WAFA) – A Palestinian man with hearing disability died today of wounds he had sustained last August when Israeli occupation forces fired live gunshots at him at Qalandia checkpoint, north of occupied Jerusalem, according to his family.
Abdul-Nasser Walid Halaweh, 56 years old from the occupied West Bank city of Nablus, was shot and injured by Israeli troops on August 16 while attempting to cross the said checkpoint. 
His sister told WAFA that on that day, Israeli occupation soldiers manning the checkpoint shouted at him to stop while trying to cross the checkpoint, but due to his hearing disability he did not hear the soldiers, who were quick to open gunfire at him in the feet causing him serious fragmentations in the bones.
He was announced dead today due to complications resulting from his wounds.
M.N
"
"Occupation forces attack weekly Kafr Qaddum protest""",11/December/2020 03:50 PM,https://english.wafa.ps/Pages/Details/122407,"
QALQILIA, Friday, December 11, 2020 (WAFA) – Dozens of Palestinians suffocated from teargas today as Israeli occupation forces attacked the weekly protest against Israeli settlements, which takes place every Friday in the village of Kafr Qaddum in the north of the occupied West Bank, local sources said.
Morad Shtewi, an official in charge of the popular resistance file in the village, told WAFA that Israeli occupation soldiers raided the village, mounted the rooftops of several homes and fired rubber-coated rounds and teargas at the protesters, causing many cases of suffocation from gas inhalation.
Those who suffocated from teargas were treated at the scene by local medics.
For many years, villagers from Kafr Qaddum and neighboring villages have been protesting every Friday against illegal Israeli settlements, as well as to call on Israeli authorities to reopen the village’s main road, which has been sealed off by the occupation authorities since 2002.
M.N
"
"Israeli forces crackdown on sapling-planting protest east of Nablus, injuries confirmed """,11/December/2020 02:44 PM,https://english.wafa.ps/Pages/Details/122405,"
NABLUS, December 11, 2020 (WAFA) – Israeli forces Friday afternoon cracked down on an olive-sapling-planting event in Beit Dajan village, east of Nablus city, causing a number of injuries, according to a local official.
The village mayor Nasser Abu Jaish said that a large Israeli military force violently dispersed the participants of the event called for to plant olive saplings in the villagers’ lands threatened with confiscation, northeast of the village. 
Soldiers opened fire towards the participants, hitting two with rubber-coated steel bullets and causing 15 others to suffocate from tear gas.
The village has become the scene of weekly protests against the Israeli occupation authorities’ move to construct and expand colonial settlements at the expense of 300 donums of the villagers’ land.
Such events came in the wake of the construction of a new settlement outpost on the territories of the village. Settlers installed an animal barn, extended water pipelines to supply the new outpost with water, and built a several-kilometers road, causing damage and seizing hundreds of donums of the villagers’ land. 
Located 12 kilometers to the east of Nablus city, Beit Dajan has a population of some 4,700 and occupies a total area of 44,100 dunams, including 360 donums of built-up area for the villagers. A large part of the village lands were seized for the construction of Al-Hamra and Mekhora (Mehola) colonial settlements, east and southeast of the village, in 1971 and 1973.
The village depends on grains plantation and fruitful trees, such as olive, figs and almonds.
K.F. 
"
"Palestinians denied access to lands threatened with confiscation west of Salfit""",11/December/2020 02:35 PM,https://english.wafa.ps/Pages/Details/122404,"
SALFIT, Friday, December 11, 2020 (WAFA) – Israeli forces today denied Palestinians access to their lands threatened with confiscation, west of Salfit city, according to WAFA correspondent.
She said that Israeli troops tightened restrictions on the access of Palestinians to their lands in the area of al-Ras, at the risk of expropriation to make room for the expansion of the Israeli colonial settlement of Ariel.
Secretary-General of Fatah branch in Salfit Abdul-Sattar Awwad said that the Israeli government is tacitly supporting settlers in their drive to fully take over al-Ras area for the construction of a new colonial outpost, which would form a part of the larger Ariel settlement. 
There are over 500,000 Israeli Jewish settlers living in settlements across the West Bank, including East Jerusalem, which comes in violation of international law.
There are over 700,000 Israeli settlers living in settlements in the West Bank and East Jerusalem.
The number of settlers has almost tripled since the Oslo Accords of 1993, when settlers’ number estimated 252,000. Illegal colonial settlements have leapt from 144 to 515 in that time.
Israel’s nation-state law that passed last July stated that building and strengthening the colonial settlements is a “national interest.”
K.F. 
"
"Several suffocate as Israeli forces crackdown on protest northeast of Ramallah""",11/December/2020 01:20 PM,https://english.wafa.ps/Pages/Details/122402,"
RAMALLAH, Friday, December 4, 2020 (WAFA) – Israeli forces today cracked down on an anti-settlement protest in al-Mughayyir village, northeast of Ramallah, causing a number of protestors to suffocate, according to local source.
Head of the Committee against Settlement and the Apartheid Wall Walid Assaf said that Israeli soldiers violently dispersed the participants of the rally called for to defend Ras al-Tin area against being seized to make room for the construction of a new Israeli colonial settlement outpost.
Soldiers opened fire towards the participants as the latter were reached the village entrance on their way to Ras al-Tin area, which is part of the nearby village of Kafr Malik, causing a number of participants to suffocate from tear gas inhalation.
Assaf pointed that the rally was also held to commemorate 15-year-old Ali Abu Alia, who was shot and killed by Israeli forces after receiving a live bullet in the abdomen as he participated in the weekly demonstration in al-Mughayyer village last Friday.
He was standing among the crowds when an Israeli soldier shot him in the abdomen, killing him on his 15th birthday.
Israeli settlers have recently commenced the construction of the new colonial settlement outpost in Ras al-Tin area, and prevented the villagers and shepherds from reaching the area.
Settlers are also attempting to demolish the school in the area, constructed with funding from the European Union, in preparation to force the Palestinian Bedouin community from this area.
K.F.
"
"Settlers set up mobile home as means to seize Palestinian land east of Hebron""",11/December/2020 11:31 AM,https://english.wafa.ps/Pages/Details/122400,"
HEBRON, Friday, December 11, 2020 (WAFA) – Israeli settlers Friday morning set up a mobile home on Palestinian land in al-Baq‘a village, east of Hebron city, according to WAFA correspondent.
He said that a group of settlers set up a mobile home atop a hill in the village, located adjacent to the Israeli colonial settlement of Qiryat Arba‘.
The hill, whose owner was identified as ‘Aref Jaber, overlooks large parts of the 50-donum area, which the settlers are striving to take over for the expansion of nearby colonial settlements.
The landowner, Jaber, confirmed that the hill is his private property, and he possesses the title deeds to it.
Horizontally located some four kilometers to the east of Hebron at an altitude of 915 meters above sea level, al-Baq‘a village has a population of some 1,500, whose majority depends on agriculture and livestock rearing for livelihood.
The village occupies a total area of 1,500 donums, 150 donums of which are classified as built-up area, 600 dunams are classified as arable land, including 100 dunams cultivated with grape trees and vegetables, and 450 others classified as forests and open spaces. 
The Israeli occupation authorities have seized at least 1,000 dunams during the second Intifada, including 600 donums for the construction of the section of Israel’s apartheid wall, which isolates the villages from the east and north and pushes the villagers into a crowded enclave, a ghetto, surrounded by walls, settlements and military installations.
The construction of the wall resulted in the confiscation of an additional 100 donums and the destruction of some 2,000 trees.
The village is flanked by three Israeli colonial settlements, Qiryat Arba‘ to the south, Ramat Mamre (Kharsine) to the west and Qiryat Five to northwest.
K.F. 
"
"Clashes break out as settlers visit abandoned settlement near Jenin""",10/December/2020 09:26 PM,https://english.wafa.ps/Pages/Details/122396,"
JENIN, Thursday, December 10, 2020 (WAFA) – Dozens of Israeli settlers escorted by army today broke into the site of an abandoned Israeli settlement south of the city of Jenin, north of the occupied West Bank, provoking clashes with local Palestinian protesters from neighboring villages, local sources said.
The settlers performed rituals at the site and chanted anti-Arab and Muslim slogans during their provocative tour to Sa-Nur, an Israeli settlement which was abandoned by the Israeli occupation authorities as part of a partial disengagement plan in 2005.
Palestinian protesters from neighboring villages were quick to protest against the settlers' provocative tour, and clashes erupted with the occupation forces shortly afterwards. The occupation soldiers fired stun grenades and teargas canisters to disperse them, causing many cases of suffocation from gas inhalation.
M.N
"
"Palestinian activist receives Israeli demolition order against his home in Silwan in East Jerusalem""",10/December/2020 11:37 AM,https://english.wafa.ps/Pages/Details/122386,"
JERUSALEM, Thursday, December 10, 2020 (WAFA) – A Palestinian activist from occupied East Jerusalem today received an Israeli demolition order against his home in Silwan neighborhood.
Fakhri Abu Diab, member of the Defense of Silwan Land Committee, told WAFA that Israeli police accompanied members of the Israeli municipality of West Jerusalem raided his home in al-Bustan area of Silwan, and handed him the demolition order under the pretext it was built without a permit.
Abu Diab said he paid over $30,000 in fines to prepare the papers needed to get the building license but that the Israeli municipality insists on the demolition as part of its policy of preventing Palestinian construction and development in Jerusalem while building for Israelis thousands of housing units in dozens of illegal settlements in occupied East Jerusalem.
Abu Diab is active in defending Silwan land from being taken over by Israel for settlement purposes.
M.K.
"
"Israel tears down two inhabited houses, shack south of Hebron""",09/December/2020 06:55 PM,https://english.wafa.ps/Pages/Details/122370,"

Israel tears down two inhabited houses, shack south of Hebron
"
"General strike observed in the occupied Syrian Golan in protest against Israeli installation of wind turbines""",09/December/2020 03:12 PM,https://english.wafa.ps/Pages/Details/122326,"
THE GOLAN, Wednesday, December 09, 2020 (WAFA) – Syrian residents of the occupied Golan Heights observed today a general strike in protest against Israel’s installation of wind turbines on agricultural lands owned by the local residents.
Reports said Israeli occupation forces fired teargas and rubber-coated metal bullets at residents who gathered in the fields earlier in the morning in an effort to prevent the installation of the turbines. Two were injured, said the reports.
The strike was called for by Golani organizations, which urged the public to foil the attempt to install the huge wind turbines in their lands.
Over the past two days, the Israeli forces closed a number of main roads in Golan Heights and prevented people from accessing their agricultural lands in the area where the turbines will be installed.
Nevertheless, a number of local residents gathered on the roads leading to their agricultural lands to prevent the Israeli forces from reaching the targeted sites.
K.T./M.K.
"
"Israel issues demolition orders against structures in south of West Bank""",09/December/2020 02:42 PM,https://english.wafa.ps/Pages/Details/122325,"
HEBRON, Wednesday, December 09, 2020 (WAFA) – The Israeli occupation authorities today notified Palestinians in Masafer Yatta in the south of the West Bank of their intention to demolish several structures, including homes, water wells, and metal rooms, according to a local activist.
The demolition orders were issued against six residential structures, two water wells, and four agricultural rooms built from metal panels located near the illegal colonial outpost of Maon under the pretext that they were built without a permit and close to a bypass road, according to Fouad al-Amour, the coordinator of the Protection and Steadfastness Committee in Masafer Yatta.
The structures slated for demolition are owned by two local Palestinian families.
He added that the Israeli authorities issued several demolition orders and demolished a number of structures in Masafer Yatta in an attempt to empty that area of its Palestinian residents for the benefit of settlement expansion.
M.K.
"
"In the daily Israeli search-and-arrest campaign, 18 Palestinians rounded up in the West Bank - PPS""",09/December/2020 02:07 PM,https://english.wafa.ps/Pages/Details/122324,"
RAMALLAH, Wednesday, December 09, 2020 (WAFA) – In the daily search-and-arrest campaign, Israeli occupation forces today detained 18 Palestinians from various parts of the occupied West Bank, according to the Palestinian Prisoner Society (PPS).
It said in a press statement that seven Palestinians were rounded up after breaking into and thoroughly searching their homes in Balaa town, northeast of Tulkarm.
Four of the seven detainees were identified as former prisoners.
In Ramallah district, Israeli forces raided Jalazone refugee camp, north of Ramallah, where they detained four former prisoners.
Soldiers conducted a similar raid into Saffa village, west of Ramallah city, resulting in the detention of two brothers.
In Bethlehem district, Israeli troops detained two brothers, aged 17 and 18, from Tuqu town, southeast of Bethlehem city, and another Palestinian from Harmala village, east of the city.
PPS said that in two separate raids in Deir al-Hatab village, east of Nablus, and Qarawat Bani Hassan village, northwest of Salfit, soldiers detained one in each village, including a former prisoner.
K.F./M.K.
"
"Israeli forces infiltrate Gaza’s border, raze farmlands """,09/December/2020 12:00 PM,https://english.wafa.ps/Pages/Details/122322,"
GAZA, Wednesday, December 09, 2020 (WAFA) – Israeli forces today infiltrated Gaza’s border, southeast of Gaza city, and razed farmlands, according to WAFA correspondent.
He said that Israeli military tanks and bulldozers advanced several dozens of meters of to the east of Juhor Ad-Dik area, southeast of Gaza city, and proceeded to raze borderline farmlands and set up earth mounds as they intermittently opened fire.
Fourteen years following the Israeli “disengagement” from Gaza, Israel has not actually disengaged from Gaza; it still maintains control of its land borders, access to the sea and airspace.
Two million Palestinians live the Gaza Strip, which has been subjected to a punishing and crippling Israeli blockade for 12 years and repeated onslaughts that have heavily damaged much of the enclave’s infrastructure.
Gaza’s 2-million population remains under “remote control” occupation and a strict siege, which has destroyed the local economy, strangled Palestinian livelihoods, plunged them into unprecedented rates of unemployment and poverty, and cut off from the rest of the occupied Palestinian territories and the wider world.
Gaza remains occupied territory, having no control over its borders, territorial waters or airspace. Meanwhile, Israel upholds very few of its responsibilities as the occupying power, failing to provide for the basic needs of Palestinian civilians living in the territory.
Every two in three Palestinians in Gaza is a refugee from lands inside what is now Israel. That government forbids them from exercising their right to return as enshrined in international law because they are not Jews.
K.T./ K.F. 
"
"Suffocation cases confirmed as Israeli forces storm Nablus-district town""",09/December/2020 10:57 AM,https://english.wafa.ps/Pages/Details/122321,"
NABLUS, Wednesday, December 09, 2020 (WAFA) – A number of Palestinians Wednesday morning suffered from suffocation during an Israeli raid to Sebastia town, north of the West Bank city of Nablus, according to a local official.
Sebastia mayor Mohammad Azzem told WAFA that Israeli soldiers forced their way into the town, backed by a military bulldozer, while opening intense fire to secure the site for settlers, who are expected to storm the archaeological site of the town.
As a result, a number of the town residents suffocated from tear gas inhalation.
The archaeological site has become a scene for daily settler targeting and encroachments, particularly following the opening of a Palestinian tourist project, known as Bydar Project, and hoisting a large Palestinian flag. 
Located 11 kilometers to the northwest of Nablus, Sebastia is a small historical town located on a hill with panoramic views across the West Bank and has a population of some 3,000 Palestinians.
A prominent settlement during the Iron Age as well as the Hellenistic and Roman eras, the town embraces a Roman amphitheater, temples, a Byzantine and a crusader churches, dedicated to Saint John the Forerunner, who baptized Jesus Christ in the Jordan River, besides to a mosque built in honor of the saint. Christians and Muslims believe the town to be the burial place of the saint.
Israel has been attempting to take over the town, which has become a site of heated cultural conflict, preventing the Palestinian Authority from conducting restoration works at the site, prohibiting providing tourist services to visitors from around the world, and stealing antiquities from it.
Palestinians complain that Israeli settlers have repeatedly attacked the town and fenced parts of its antiquities, where they hold religious rituals.
Owners of restaurants and hotels complain about the Israeli acts in the town which have caused them severe damages and losses.
Israel uses the Jewish nationalist name “Judea and Samaria” to refer to the occupied West Bank to reinforce its bogus claims to the territory and to give them a veneer of historical and religious legitimacy.
There are over 700,000 Israeli settlers living in colonial settlements in the West Bank and East Jerusalem.
K.T./ K.F. 
"
"Dozens of Palestinians injured as Israeli forces raid Jenin-district town""",09/December/2020 10:42 AM,https://english.wafa.ps/Pages/Details/122320,"
JENIN, Wednesday, December 09, 2020 (WAFA) – Dozens of Palestinians Wednesday early morning were injured from Israeli military gunfire as Israeli forces raided Jaba‘ town, to the south of Jenin city, according to a local activist.
Razi Ghannam, a Fatah official, told WAFA that Israeli forces barged their way into the town in the early morning hours, ransacking several houses and interrogating their residents.
In the ensuing confrontations, Israeli forces opened fire towards local youngsters, injuring six with rubber-coated steel bullets and causing dozens other to suffocate from tear gas canisters.
He added that the Red Crescent crews provided treatment to a number of casualties at the scene, and rushed some others to a hospital in Jenin.
Israeli forces frequently raid Palestinian houses almost on a daily basis across the West Bank on the pretext of searching for ""wanted"" Palestinians, triggering clashes with residents.
These raids, which take place also in areas under the full control of the Palestinian Authority, are conducted with no need for a search warrant, whenever and wherever the military chooses in keeping with its sweeping arbitrary powers.
Under Israeli military law army commanders have full executive, legislative and judicial authority over 3 million Palestinians living in the West Bank. Palestinians have no say in how this authority is exercised.
K.T./K.F. 
"
"Israeli forces bulldoze agricultural land north of occupied Jerusalem """,08/December/2020 04:45 PM,https://english.wafa.ps/Pages/Details/122314,"
JERUSALEM, Tuesday, December 08, 2020 (WAFA) - Israeli occupation authorities bulldozed a plot of agricultural land east of Qalandia village, north of occupied Jerusalem, under the pretext of building without an Israeli-issued permit.

One of the landowners said they were surprised by Israeli forces storming their lands planted with olive saplings and starting to bulldoze the land despite current legal efforts to nullify the ""building without a permit"" decision issued a few days ago by the occupation authorities.

He said that forces bulldozed the land despite the fact that the family has ownership deeds, known as Tabu.

To be noted, Israel announced yesterday its decision to build 9,000 settlement units on the lands of the abandoned Jerusalem International Airport (Qalandia) north of Jerusalem.

T.R.
 
"
"A lawmaker among 16 Palestinians detained by Israel in the occupied territories""",08/December/2020 01:04 PM,https://english.wafa.ps/Pages/Details/122311,"
RAMALLAH, Tuesday, December 08, 2020 (WAFA) – Israeli occupation forces today detained 16 Palestinians, including a lawmaker, from various parts of the occupied territories, according to the Palestinian Prisoner Society (PPS).
It said in a press statement that Israeli forces rounded up five Palestinians from Hebron district in the south of the West Bank.
Three of the detainees, including two 16-year-old teens, were identified as residents of Beit Ummar town, north of Hebron, another as a resident of Beit Kahel town, and the other as a resident of the southern part of Hebron city.
As soldiers surrounded the house of one of the detainees in Beit Ummar, they hit and broke the main door, causing it to fall on the detainee’s wife, who sustained bruises across her body as a result.
In Bethlehem district, also in the south of the West Bank, Israeli occupation forces raided the village of Zaatara, east of Bethlehem, where they detained lawmaker Khaled Tafish after breaking into his house.
Tafish, 56, was previously detained several times by Israel for resisting the occupation and was deported to south Lebanon in 1992 before he was allowed to return home. He was arrested once again in 2002 during the second Intifada and sentenced to four and a half years in prison.
Soldiers also raided Harmala village, east of Bethlehem, and detained three Palestinians.
PPS said soldiers raided Aqbat Jabr refugee camp, southeast of Jericho city, resulting in the detention of three people.
In Nablus in the north of the West Bank, soldiers conducted a raid into the city where they re-arrested a former 49-year-old prisoner.
In occupied East Jerusalem, Israeli police detained a Palestinian from Silwan neighborhood and two others from Isawiyya.
K.F./M.K.
"
"Israeli soldiers prevent farmers access to their lands, teachers to their schools in south of the West Bank""",08/December/2020 12:50 PM,https://english.wafa.ps/Pages/Details/122310,"
HEBRON, Tuesday, December 08, 2020 (WAFA) – Israeli occupation soldiers today prevented Palestinian farmers from reaching their lands in al-Thala area, east of Yatta, and teachers at Susya school from reaching their school in Masafer Yatta, in the south of the West Bank, according to a local source.
Rateb al-Jabour, active in the anti-wall and settlements committees, said Israeli forces had set up a flying checkpoint on the road leading to al-Thala area and denied the farmers access to their lands, which are under the threat of takeover.
He said dozens of people in al-Thala make a living off raising livestock, noting that the occupation authorities are continuously attempting to take over the area in order to expand their illegal outposts.
Meanwhile, soldiers also prevented teachers of Susya school from reaching their school and threatened to detain them after holding them for a while.
M.K.
"
"Several houses demolished, dozens of people displaced in Israeli demolition of Palestinian community near Jericho""",08/December/2020 12:25 PM,https://english.wafa.ps/Pages/Details/122309,"
JERICHO, Tuesday, December 08, 2020 (WAFA) – Israeli occupation authorities today demolished at least four houses in Shalal al-Auja community, north of Jericho city, east of the occupied West Bank, displacing at least 44 Palestinians, according to a municipal source.
Mayor of al-Auja, Salah Freijat, said that a large Israeli military force escorted bulldozers to the community and proceeded to demolish the houses displacing dozens of people.
He said residents attempted to stop the demolition but that the soldiers fired teargas and stun grenades at them.
The soldiers sealed off all entrances to the community before and during the demolition and denied reporters and the media access to the area.
Horizontally located 10 kilometers to the north of Jericho, al-Auja has a population of some 5,470 and occupies a total area of some 107,000 dunums.
Under the Oslo Accords, an agreement made 25 years ago that was supposed to last just five years towards a self-governing country alongside Israel, the Palestinian Authority was given control over a small pocket of land classified as Area A, which occupies 16,519 dunums and accounts for 15.5 percent of the village’s total area. In contrast, Israel maintains control over the remainder, classified as Area C.
Israel has severely restricted Palestinian access to water in the area, particularly its water springs, including Ein al-Auja (al-Auja spring), which are located within Area C.
Israel has seized at least 2,257dunums of land belonging to the village for the construction of four nearby colonial settlements, 2,152 dunums for the construction of a military base, and more land for opening settler bypass roads, pushing the villagers into a crowded enclave, a ghetto, surrounded by walls, settlements and military installations.
K.F./M.K.
 
"
